Name,description,sub_catagory,Veg_Non,Review,Cusine,Diet,Price
Veg Lebanese Mihshi Malfuf Recipe (Stuffed Cabbage Leaves),Cabbage (Patta Gobi/ Muttaikose)|Basmati rice|White garbanzo|Tomato|Onion|Garlic|Lemons|Parsley leaves|Black pepper powder|Salt|Garlic|Black pepper powder|Water|Extra Virgin Olive Oil|Parsley leaves,Continental Food,veg,4.906278435,Middle Eastern,Vegetarian,542
Crispy Bakwan Sayur Recipe (No Onion No Garlic Vegetable Fritter),Cabbage (Patta Gobi/ Muttaikose)|Carrot (Gajjar)|All Purpose Flour (Maida)|Rice flour|Turmeric powder (Haldi)|Red Chilli powder|Salt|Sugar|Black pepper powder|Water|Oil,Indian Chinese,veg,4.962406015,Indonesian,Vegetarian,228
Chinese Vegetable Dry Manchurian Balls Recipe (No Onion No Garlic),Cabbage (Patta Gobi/ Muttaikose)|Carrot (Gajjar)|Ginger|Salt|All Purpose Flour (Maida)|Corn flour|Sunflower Oil|Sunflower Oil|Red Bell pepper (Capsicum)|Green Bell Pepper (Capsicum)|Yellow Bell Pepper (Capsicum)|Green beans (French Beans)|Carrot (Gajjar)|Green Chillies|Ginger|Salt|Tomato Ketchup|Sugar|Chilled water|Corn flour|Coriander (Dhania) Leaves,Indian Chinese,veg,4.843109739,Indo Chinese,No Onion No Garlic (Sattvic),463
Cabbage Carrot Onion Pudina Thepla Recipe,Cabbage (Patta Gobi/ Muttaikose)|Carrot (Gajjar)|Onion|Whole Wheat Flour|Green Chilli|Mint Leaves (Pudina)|Cumin powder (Jeera)|Salt|Water|Sunflower Oil,Indian Curry,veg,4.835382309,Indian,Vegetarian,448
Vegetable Manchurian Balls Recipe - Indo Chinese Dish,Cabbage (Patta Gobi/ Muttaikose)|Carrots (Gajjar)|Green Bell Pepper (Capsicum)|Onion|Potatoes (Aloo)|Corn flour|Black pepper powder|Salt|Garlic|Ginger|Spring Onion (Bulb & Greens)|Green Chillies|Corn flour|Tomato Ketchup|Salt,Indian Chinese,veg,4.853817001,Chinese,Vegetarian,566
Crunchy Creamy Coleslaw Recipe,Cabbage (Patta Gobi/ Muttaikose)|Carrots (Gajjar)|Green Bell Pepper (Capsicum)|Red onion|Green Chilli|Vinegar|Classic Mayonnaise (With Egg)|Black pepper powder,Salad,veg,4.833333333,Continental,Vegetarian,453
Vegetarian Momo Recipe-Steamed Dumplings/A Street Food from the North East India,Cabbage (Patta Gobi/ Muttaikose)|Carrots (Gajjar)|Onion|Ginger|Salt|Sunflower Oil|All Purpose Flour (Maida)|Water,Indian Chinese,veg,4.91025641,North East India Recipes,Vegetarian,300
Vegetable Ragi Momo Recipe - Finger Millet Dumplings/ Dim Sum Recipe,Cabbage (Patta Gobi/ Muttaikose)|Carrots (Gajjar)|Spring Onion (Bulb & Greens)|Red Bell pepper (Capsicum)|Button mushrooms|Sunflower Oil|Salt and Pepper|Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli)|Salt,Indian Snack,,4.850675139,North East India Recipes,Diabetic Friendly,489
Non-Fried Vegetable & Oat Manchurian Balls Recipe In Sweet & Spicy Oat Sauce,Cabbage (Patta Gobi/ Muttaikose)|Cauliflower (gobi)|Carrot (Gajjar)|Ginger|Rolled Oats Or Instant Oats|Green Bell Pepper (Capsicum)|Corn flour|Whole Wheat Flour|Salt|Sunflower Oil|Spring Onion (Bulb & Greens)|Garlic|Green Chillies|Ginger|Corn flour|Tomato Ketchup|Sunflower Oil|Salt and Pepper,Indian Chinese,veg,4.949916528,Asian,Vegetarian,429
Stuffed Cabbage Rolls Recipe,Cabbage (Patta Gobi/ Muttaikose)|Cooked rice|Button mushrooms|Carrot (Gajjar)|Onion|Garlic|Black pepper powder|Mixed Herbs (Dried)|Sunflower Oil|Salt|Tomatoes|Onion|Garlic|Black pepper powder|Red Chilli powder|Sunflower Oil|Sugar|Salt,Continental Food,veg,4.904656319,Continental,Vegetarian,452
No Onion No Garlic Cabbage Kofta Curry Recipe,Cabbage (Patta Gobi/ Muttaikose)|Gram flour (besan)|Green Chilli|Coriander (Dhania) Leaves|Cumin powder (Jeera)|Red Chilli powder|Turmeric powder (Haldi)|Salt|Sunflower Oil|Tomatoes|Ginger|Gram flour (besan)|Fresh cream|Coriander Powder (Dhania)|Red Chilli powder|Turmeric powder (Haldi)|Cumin powder (Jeera)|Bay leaf (tej patta)|Cardamom (Elaichi) Pods/Seeds|Salt|Sunflower Oil|Coriander (Dhania) Leaves,Indian Curry,veg,4.888750519,Indian,Vegetarian,466
Cabbage Besan Fry Recipe,Cabbage (Patta Gobi/ Muttaikose)|Gram flour (besan)|Red Chilli powder|Coriander (Dhania) Leaves|Salt|Sunflower Oil|Water,Sabzi,veg,4.843504902,Indian,Vegetarian,335
Cheesy Stuffed Schezwan Pav Recipe,Cabbage (Patta Gobi/ Muttaikose)|Green Bell Pepper (Capsicum)|Carrot (Gajjar)|Sweet corn|Onion|Garlic|Green Chillies|Spring Onion (Bulb & Greens)|Veeba Sweet Chilli Sauce|Mozzarella cheese|Pav buns|Sunflower Oil|Salt,Indian Snack,veg,4.928070175,Indo Chinese,Vegetarian,511
Cabbage Capsicum Sabzi Recipe - Simla Mirch Patta Gobi Sabzi,Cabbage (Patta Gobi/ Muttaikose)|Green Bell Pepper (Capsicum)|Sunflower Oil|Mustard seeds|Cumin seeds (Jeera)|Dry Red Chillies|Asafoetida (hing)|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Red Chilli powder|Salt|Lemon juice,Sabzi,veg,4.931382442,North Indian Recipes,No Onion No Garlic (Sattvic),443
Cabbage Chana Dal Sabzi - Gobi Chana Dal Recipe,Cabbage (Patta Gobi/ Muttaikose)|Green Chilli|Chana dal (Bengal Gram Dal)|Curry leaves|Sunflower Oil|Cumin seeds (Jeera)|Mustard seeds|Asafoetida (hing)|Turmeric powder (Haldi)|Salt|Kashmiri Red Chilli Powder|Cumin powder (Jeera),Sabzi,,4.93831678,North Indian Recipes,Diabetic Friendly,442
Cabbage & Buttermilk Curry Recipe,Cabbage (Patta Gobi/ Muttaikose)|Green Chillies|Mustard seeds|Asafoetida (hing)|Turmeric powder (Haldi)|Salt|Sunflower Oil|Gram flour (besan)|Water|Salt,Sabzi,,4.848238482,Indian,Gluten Free,496
Cabbage Thoran Recipe - Kerala Style Cabbage Stir Fry,Cabbage (Patta Gobi/ Muttaikose)|Green peas (Matar)|Curry leaves|Mustard seeds (Rai/ Kadugu)|Dry Red Chilli|White Urad Dal (Split)|Turmeric powder (Haldi)|Salt|Oil|Fresh coconut|Shallots|Garlic|Green Chillies|Curry leaves,,veg,4.892826522,Kerala Recipes,Vegetarian,507
Patta Gobi Matar Nu Shaak Recipe (Cabbage & Peas Sabzi Recipe),Cabbage (Patta Gobi/ Muttaikose)|Green peas (Matar)|Mustard seeds|Bay leaf (tej patta)|Curry leaves|Tomato|Turmeric powder (Haldi)|Red Chilli powder|Salt|Sunflower Oil,Sabzi,veg,4.866023339,North Indian Recipes,Vegetarian,475
Muttaikose Pattani Poriyal Recipe - Tamil Nadu Style Cabbage And Peas Stir Fry,Cabbage (Patta Gobi/ Muttaikose)|Green peas (Matar)|Mustard seeds|White Urad Dal (Split)|Asafoetida (hing)|Curry leaves|Dry Red Chilli|Fresh coconut|Salt,Poriyal Recipes,veg,4.924603175,Tamil Nadu,Vegetarian,391
Cabbage Foogath Recipe - Goan Style Cabbage Stir Fry,Cabbage (Patta Gobi/ Muttaikose)|Jaggery|Fresh Red Chilli|Curry leaves|Mustard seeds|Asafoetida (hing)|Sunflower Oil|Fresh coconut|Salt,Sabzi,veg,4.935251799,Goan Recipes,Vegetarian,411
Kobiche Vade Recipe - Cabbage And Multigrain Fritters,Cabbage (Patta Gobi/ Muttaikose)|Multigrain flour|Gram flour (besan)|Rice flour|Sunflower Oil|Green Chillies|Ginger|Garlic|Cumin seeds (Jeera)|Ajwain (Carom seeds)|Coriander (Dhania) Leaves|Lemon juice|Salt,Indian Snack,veg,4.819791667,Indian,Vegetarian,422
Patta Gobi Sabzi Recipe - Cabbage Tomato Sabzi,Cabbage (Patta Gobi/ Muttaikose)|Mustard seeds (Rai/ Kadugu)|Cumin seeds (Jeera)|Green Chillies|Tomatoes|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Red Chilli powder|Salt|Oil|Coriander (Dhania) Leaves,Sabzi,veg,4.650822669,North Indian Recipes,Vegetarian,390
Muttaikose Poriyal Recipe - Cabbage Stir fry With Coconut,Cabbage (Patta Gobi/ Muttaikose)|Mustard seeds (Rai/ Kadugu)|White Urad Dal (Split)|Curry leaves|Green Chilli|Fresh coconut|Salt,Poriyal Recipes,veg,4.904581006,South Indian Recipes,No Onion No Garlic (Sattvic),579
Gujarati Kobi Marcha No Sambharo Recipe - Cabbage & Bell Pepper Stir Fry,Cabbage (Patta Gobi/ Muttaikose)|Onion|Green Bell Pepper (Capsicum)|Mustard seeds|Methi Seeds (Fenugreek Seeds)|Turmeric powder (Haldi)|Sunflower Oil|Lemon juice|Salt,Sabzi,veg,4.866117405,Gujarati Recipes﻿,Vegetarian,406
"Pineapple, Onions and Cabbage Slaw with Honey Mustard Recipe",Cabbage (Patta Gobi/ Muttaikose)|Pineapple|Onion|Honey|Lemon juice|Fresh cream|Salt,Salad,veg,4.922374429,Continental,Vegetarian,476
Bandhakopir Ghonto Recipe (Bengali Style Cabbage Fry),Cabbage (Patta Gobi/ Muttaikose)|Potato (Aloo)|Green peas (Matar)|Tomato|Green Chillies|Ginger|Mustard oil|Red Chilli powder|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Sugar|Salt|Mustard oil|Cumin seeds (Jeera)|Bay leaf (tej patta)|Dry Red Chilli,Sabzi,veg,4.905862111,Bengali Recipes,Vegetarian,255
"Cabbage, Bell Pepper and Apples with Sriracha Slaw Recipe ",Cabbage (Patta Gobi/ Muttaikose)|Red Bell pepper (Capsicum)|Apple|Hung Curd (Greek Yogurt)|Honey|Chia Seeds|Salt and Pepper,Salad,veg,4.951965066,Continental,Vegetarian,230
"Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe ",Cabbage (Patta Gobi/ Muttaikose)|Spinach|Fresh Pomegranate Fruit Kernels|Lemon juice|Extra Virgin Olive Oil|Salt and Pepper,Salad,veg,4.92506812,Continental,Vegetarian,459
"Creamy Cabbage, Sweet Corn Cole Slaw with Hung Curd Recipe",Cabbage (Patta Gobi/ Muttaikose)|Sweet corn|Spring Onion Greens|Hung Curd (Greek Yogurt)|Black pepper powder|Dried oregano|Red Chilli flakes|Salt,Salad,veg,4.88556338,Continental,Vegetarian,235
Cabbage Palya Recipe,Cabbage (Patta Gobi/ Muttaikose)|Tomato|Onion|Garlic|Green Chillies|Coriander (Dhania) Leaves|Fresh coconut|Mustard seeds (Rai/ Kadugu)|Asafoetida (hing)|Curry leaves|Mustard oil|Salt,Indian Curry,veg,4.920138889,South Indian Recipes,Vegetarian,552
Cabbage Bhurji Recipe ,Cabbage (Patta Gobi/ Muttaikose)|Whole Eggs|Cumin seeds (Jeera)|Ginger|Garlic|Green Chillies|Coriander Powder (Dhania)|Turmeric powder (Haldi)|Red Chilli powder|Black pepper powder|Salt|Mint Leaves (Pudina),,non-veg,4.831223629,North Indian Recipes,Eggetarian,323
Cabbage Poricha Kootu Recipe (Red Cabbage) - South Indian Cabbage Dal,Cabbage (Patta Gobi/ Muttaikose)|Yellow Moong Dal (Split)|Turmeric powder (Haldi)|Salt|Fresh coconut|Cumin seeds (Jeera)|Whole Black Pepper Corns|Mustard seeds (Rai/ Kadugu)|White Urad Dal (Split)|Curry leaves|Coconut Oil,Indian Bread,veg,4.916859122,Tamil Nadu,Vegetarian,538
Honeycomb Toffee | Cinder Toffee Recipe,Cane sugar|Water|Baking soda,Sweet Recipes (Indian Mithai / Indian ,veg,4.947344111,Indian,Vegetarian,293
Mexican Vegetarian Bean & Cheese Enchiladas Recipe,Canned black beans|Cheese|Extra Virgin Olive Oil|Spring Onion (Bulb & Greens)|Garlic|Parsley leaves,Mexican,veg,4.89674143,Mexican,Vegetarian,434
Homemade Black Bean Burger Recipe,Canned black beans|Extra Virgin Olive Oil|Onion|Garlic|Ginger|Mint Leaves (Pudina)|Whole Wheat Bread crumbs|Oats Flour,Italian,,4.953846154,Continental,,456
Cuban Black Bean Salad Recipe,Canned black beans|Tomatoes|Red Yellow and Green Bell Peppers (Capsicum)|Red onion|Sweet corn|Dried oregano|Parsley leaves|Salt|Extra Virgin Olive Oil|Fresh orange juice|Garlic|Orange Zest (Rind)|Dried oregano|Cumin powder (Jeera)|Black pepper powder|Salt,Salad,veg,4.929521277,Continental,High Protein Vegetarian,274
Mushroom matar,"Canned coconut milk, frozen green peas, wild mushrooms, garam masala, tomatoes",,veg,,,,463
Tuna Rasam Bhaji Recipe (Tuna Sabzi Flavoured With Rasam Powder),Canned tuna|Onion|Tomato|Green Bell Pepper (Capsicum)|Potato (Aloo)|Carrot (Gajjar)|Green Chillies|Ginger|Rasam Powder|Turmeric powder (Haldi)|Red Chilli powder|Cumin seeds (Jeera)|Lemon|Salt|Coriander (Dhania) Leaves|Sunflower Oil|Mixed vegetables,Soup,non-veg,4.940298507,Fusion,High Protein Non Vegetarian,350
Cantaloupe Juice Recipe,Cantaloupe|Sugar|Lemons|Mint Leaves (Pudina)|Ice cubes|Salt,Smoothies,veg,4.892473118,Continental,Vegetarian,438
Cape Gooseberry Salad Recipe,Cape Gooseberries|Fresh Figs|Onion|Cucumber|Iceberg lettuce|Fresh Herbs|Extra Virgin Olive Oil|Honey|Lemon juice|Lemon zest|Black pepper powder|Salt,Salad,veg,4.959627329,Continental,Vegetarian,439
Awadhi Style Zarda Pulao Recipe,Cardamom (Elaichi) Pods/Seeds|Cloves (Laung)|Cinnamon Stick (Dalchini)|Bay leaf (tej patta)|Basmati rice|Sugar|Badam (Almond)|Cashew nuts|Raisins|Dry coconut (kopra)|Orange Zest (Rind)|Lemon juice|Saffron strands|Salt|Sunflower Oil,Flavoured Rice,veg,4.867857143,Awadhi,Vegetarian,251
Chai Ka Masala Recipe - Homemade Spice Powder for Tea,Cardamom (Elaichi) Pods/Seeds|Cloves (Laung)|Dry ginger powder|Whole Black Peppercorns|Cinnamon Stick (Dalchini)|Nutmeg powder,Indian Chutney,,4.831865828,,,559
Indian Tea Masala Powder,Cardamom (Elaichi) Pods/Seeds|Dry ginger powder|Cinnamon Stick (Dalchini)|Whole Black Peppercorns|Nutmeg powder|Cloves (Laung)|Dried basil leaves,Indian Chutney,veg,4.865844256,Indian,Vegetarian,202
Mini Dal Samosa Curry/Sabzi Recipe,Cardamom (Elaichi) Pods/Seeds|Whole Black Peppercorns|Cinnamon Stick (Dalchini)|Cloves (Laung)|Mace (Javitri)|Bay leaf (tej patta)|Black cardamom (Badi Elaichi)|Kasuri Methi (Dried Fenugreek Leaves)|Kashmiri Red Chilli Powder|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Cashew nuts|Green Chilli|Onion|Tomato|Ginger|Sugar|Fresh cream|Sunflower Oil,Sabzi,veg,4.947098976,North Indian Recipes,Vegetarian,385
Sindhi Kheerni Recipe - Sindhi Seviyan Kheer ,Cardamom Powder (Elaichi)|Thin Semiya (Seviyan)|Milk|Saffron strands|Sugar|Badam (Almond)|Pistachios,Sweet Recipes (Indian Mithai / Indian ,veg,4.909937888,Sindhi,Vegetarian,347
green asparagus risotto,"carnaroli rice, vegetable broth, butter, extra virgin olive oil, parmigiano cheese, onion (minced), white wine, salt & pepper",Flavoured Rice,veg,,,,544
Hariyali Machali Recipe - Carp Fish In Green Spinach And Coriander Gravy,Carp fish|Ginger|Garlic|Onion|Tomato|Dry Red Chilli|Kashmiri Red Chilli Powder|Cumin seeds (Jeera)|Mustard oil|Spinach|Coriander (Dhania) Leaves|Green Chilli|Black pepper powder|Salt,,non-veg,4.910634495,Indian,High Protein Non Vegetarian,352
plum and cherry roasted chicken,"carrot (finely diced), onion (finely diced), celery (finely diced), fresh thyme sprigs, whole free range chicken , pepper (freshly ground), parsley stems, celery leaves, lemon slices (1/8 inch thick), onion, carrot, fresh lemon juice, chicken stock/broth, plums (cut), fresh cherries",,non-veg,,,,241
Gajar Amla Raita Recipe - Carrot Gooseberry Raita Recipe,Carrot (Gajjar)|Amla (Nellikai/ Gooseberry)|Split Mustard Seeds (Rai Kuria)|Red Chilli powder|Fresh coconut|Green Chilli|Salt|Sunflower Oil|Mustard seeds|Cumin seeds (Jeera)|Curry leaves,Indian Curry,veg,4.953580902,Indian,Vegetarian,338
Parsi Style Lagan Sara Istew Recipe - Rich Sweet Assorted Vegetable Curry,Carrot (Gajjar)|Baby Potatoes|Elephant yam (Suran/Senai/Ratalu)|Green peas (Matar)|Raisins|Dates|Vinegar|Jaggery|Onion|Tomato|Garlic|Ginger|Green Chillies|Turmeric powder (Haldi)|Red Chilli powder|Salt|Sunflower Oil,Sabzi,veg,4.833517089,Parsi Recipes,Vegetarian,529
Beetroot Carrot Raita Recipe,Carrot (Gajjar)|Beetroot|Cumin powder (Jeera)|Red Chilli powder|Salt|Chaat Masala Powder|Mint Leaves (Pudina),Indian Curry,veg,4.92496925,Indian,Vegetarian,528
Salem Thattu Vadai Set Recipe,Carrot (Gajjar)|Beetroot|Onion|Lemon|Coriander (Dhania) Leaves|Salt|Green Chillies|Coriander (Dhania) Leaves|Mint Leaves (Pudina)|Green Chillies|Garlic|Lemon|Salt|Onion|Tomatoes|Garlic|Red Chilli powder|Salt|Oil|Roasted Peanuts (Moongphali)|Boondi,Indian Snack,veg,4.865786579,South Indian Recipes,Vegetarian,470
Vegan Kofta Curry Recipe,Carrot (Gajjar)|Bottle gourd (lauki)|Potatoes (Aloo)|Green peas (Matar)|Green capsicum|Gram flour (besan)|Green Chilli|Cumin powder (Jeera)|Salt|Amchur (Dry Mango Powder)|Cashew nuts|Cumin (Jeera) seeds|Sunflower Oil|Ginger|Garlic|Onions|Cinnamon Stick (Dalchini)|Cardamom (Elaichi) Pods/Seeds|Jaggery|Cloves (Laung)|Tomatoes|Turmeric powder (Haldi)|Red Chilli powder|Kasuri Methi (Dried Fenugreek Leaves)|Salt,Indian Curry,veg,4.848459617,North Indian Recipes,Vegan,575
Kerala Style Pacha Mango Avial Recipe ,Carrot (Gajjar)|Brinjal (Baingan / Eggplant)|Potato (Aloo)|Elephant yam (Suran/Senai/Ratalu)|Green beans (French Beans)|Mango (Raw)|Turmeric powder (Haldi)|Fresh coconut|Ginger|Green Chillies|Cumin seeds (Jeera)|Pearl onions (Sambar Onions)|Curry leaves|Coconut Oil|Salt,Poriyal Recipes,veg,4.914715719,Kerala Recipes,Vegetarian,306
Italian Style Broccoli And Cauliflower Soup Recipe,Carrot (Gajjar)|Broccoli|Cauliflower (gobi)|Onion|Tomato|Garlic|Black pepper powder|Red Chilli flakes|Italian seasoning|Paprika powder|Salt|Extra Virgin Olive Oil|Cheese|Coriander (Dhania) Leaves,Soup,veg,4.907038513,Italian Recipes,Vegetarian,220
Carrot And Broccoli Poriyal Recipe,Carrot (Gajjar)|Broccoli|Curry leaves|Mustard seeds|Cumin seeds (Jeera)|Fresh coconut|Red Chilli powder|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Black pepper powder|Salt,Poriyal Recipes,veg,4.904507711,Tamil Nadu,Vegetarian,424
Buttered Carrot Fingers Recipe (Finger Food For Babies Over 9 Months),Carrot (Gajjar)|Butter (unsalted)|Cumin powder (Jeera)|Black pepper powder|Salt,Baby Food,veg,4.913003663,Indian,Vegetarian,236
Cabbage And Carrot Poriyal Recipe - No Onion And Garlic,Carrot (Gajjar)|Cabbage (Patta Gobi/ Muttaikose)|Curry leaves|Green Chilli|Turmeric powder (Haldi)|Black pepper powder|Mustard seeds|Cumin seeds (Jeera)|White Urad Dal (Split)|Chana dal (Bengal Gram Dal)|Asafoetida (hing)|Coconut Oil|Salt,Poriyal Recipes,veg,4.927321669,South Indian Recipes,No Onion No Garlic (Sattvic),553
Curried Carrot Celery Soup Recipe,Carrot (Gajjar)|Celery|Onion|Garlic|Cumin seeds (Jeera)|Bay leaf (tej patta)|Cinnamon stick|Cloves (Laung)|Black pepper corns|Salt|Extra Virgin Olive Oil|Coriander (Dhania) Leaves|Sunflower seeds,Soup,veg,4.896158717,Continental,Vegetarian,509
Vegan Carrot Halwa Ice Cream Recipe,Carrot (Gajjar)|Coconut milk|Water|Cardamom Powder (Elaichi)|Cashew nuts|Pistachios|Sugar|Vanilla Extract|Salt,Dessert,veg,4.766081871,Indian,Vegan,493
Gajar Vadi Recipe - Maharashtrian Style Steamed Carrot Dumplings,Carrot (Gajjar)|Gram flour (besan)|Whole Wheat Flour|Red Chilli powder|Turmeric powder (Haldi)|Cumin powder (Jeera)|Sunflower Oil|Lemon juice|Sugar|Salt|Sunflower Oil|Sesame seeds (Til seeds)|Mustard seeds|Cumin seeds (Jeera)|Asafoetida (hing)|Curry leaves|Green Chilli,Indian Snack,veg,4.907922912,Maharashtrian Recipes,Vegetarian,471
Steamed Vegetables With Chilli Lime Butter Recipe,Carrot (Gajjar)|Green beans (French Beans)|Baby corn|Button mushrooms|Dried oregano|Red Chilli flakes|Salt and Pepper|Lemon juice,Continental Food,veg,4.91563981,Continental,Vegetarian,556
Nagli Rava Upma Recipe - Healthy Ragi Rava Upma Recipe,Carrot (Gajjar)|Green beans (French Beans)|Cauliflower (gobi)|Garlic|Sunflower Oil|Mustard seeds|Cumin seeds (Jeera)|Curry leaves|Ginger|Asafoetida (hing)|Roasted Peanuts (Moongphali)|Green Chillies|Mint Leaves (Pudina)|Lemon juice,Indian Breakfast,veg,4.942817294,South Indian Recipes,Vegetarian,277
Satsaagi Recipe - Sindhi Seven Vegetable Sabzi No Onion No Garlic ,Carrot (Gajjar)|Green beans (French Beans)|Colocasia root (Arbi)|Green peas (Matar)|Potatoes (Aloo)|Bottle gourd (lauki)|Green Bell Pepper (Capsicum)|Sunflower Oil|Cumin seeds (Jeera)|Asafoetida (hing)|Green Chillies|Ginger|Turmeric powder (Haldi)|Red Chilli powder|Cumin powder (Jeera)|Amchur (Dry Mango Powder)|Coriander (Dhania) Leaves|Coriander (Dhania) Leaves|Mint Leaves (Pudina),Sabzi,veg,4.953227931,Sindhi,Vegetarian,347
Mixed Vegetable Jalfrezi Recipe,Carrot (Gajjar)|Green beans (French Beans)|Green Bell Pepper (Capsicum)|Sweet corn|Green peas (Matar)|Onion|Tomatoes|Turmeric powder (Haldi)|Red Chilli powder|Coriander Powder (Dhania)|Kasuri Methi (Dried Fenugreek Leaves)|Coriander (Dhania) Leaves|Salt|Sugar|Cumin seeds (Jeera)|Sunflower Oil,Sabzi,veg,4.920295203,North Indian Recipes,Vegetarian,508
Carrot Beans Sukhi Sabzi Recipe With Simple Masala,Carrot (Gajjar)|Green beans (French Beans)|Onion|Garlic|Tomatoes|Turmeric powder (Haldi)|Red Chilli powder|Coriander Powder (Dhania)|Amchur (Dry Mango Powder)|Jaggery|Salt|Sunflower Oil,Sabzi,veg,4.885980746,North Indian Recipes,Vegetarian,357
Roasted Vegetable Farfalle Pasta Salad Recipe,Carrot (Gajjar)|Green beans (French Beans)|Red Bell pepper (Capsicum)|Asparagus|Green peas (Matar)|Basil leaves|Dried oregano|Extra Virgin Olive Oil|Salt|Tomatoes|Onion|Garlic|Salt and Pepper|Paprika powder|Sugar,Italian,veg,4.90392562,Italian Recipes,Vegetarian,236
Carrot And Beans Poriyal Recipe For Babies And Toddlers,Carrot (Gajjar)|Green beans (French Beans)|Salt|Butter (Salted)|Mustard seeds (Rai/ Kadugu)|Asafoetida (hing),Baby Food,veg,4.967213115,South Indian Recipes,Vegetarian,326
Sweet & Spicy Vegetable Hong Kong Style Recipe,Carrot (Gajjar)|Green beans (French Beans)|Tofu|Red Bell pepper (Capsicum)|Green Bell Pepper (Capsicum)|Ginger|Garlic|Dry Red Chillies|Chilli vinegar|Sugar|Corn flour|Sunflower Oil|Salt and Pepper,Indian Chinese,veg,4.901456727,Cantonese,Vegetarian,405
Easy Spaghetti Recipe In Creamy Tomato Sauce  | Vegetarian & Kid Friendly,Carrot (Gajjar)|Green Bell Pepper (Capsicum)|Dried oregano|Red Chilli flakes|Fresh cream|Salt|Extra Virgin Olive Oil|Tomatoes|Garlic|Onion|Basil leaves|Extra Virgin Olive Oil|Salt and Pepper,Italian,veg,4.907621327,Italian Recipes,Vegetarian,351
